split,raw_label,plant,disease_label,filename,filepath,relative_filepath,class_id
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_49.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_49.jpg,train/apple mosaic virus/apple_mosaic_virus_49.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_5.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_5.jpg,train/apple mosaic virus/apple_mosaic_virus_5.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_51.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_51.jpg,train/apple mosaic virus/apple_mosaic_virus_51.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_56.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_56.jpg,train/apple mosaic virus/apple_mosaic_virus_56.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_57.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_57.jpg,train/apple mosaic virus/apple_mosaic_virus_57.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_6.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_6.jpg,train/apple mosaic virus/apple_mosaic_virus_6.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_63.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_63.jpg,train/apple mosaic virus/apple_mosaic_virus_63.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_65.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_65.jpg,train/apple mosaic virus/apple_mosaic_virus_65.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_74.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_74.jpg,train/apple mosaic virus/apple_mosaic_virus_74.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_8.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_8.jpg,train/apple mosaic virus/apple_mosaic_virus_8.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_9.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_9.jpg,train/apple mosaic virus/apple_mosaic_virus_9.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0002.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0002.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0002.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0003.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0003.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0003.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0005.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0005.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0005.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0006.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0006.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0006.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0007.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0007.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0007.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0008.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0008.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0008.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0009.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0009.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0009.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0011.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0011.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0011.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0013.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0013.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0013.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0014.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0014.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0014.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0015.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0015.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0015.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0016.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0016.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0016.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0017.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0017.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0017.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0018.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0018.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0018.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0019.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0019.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0019.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0020.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0020.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0020.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0022.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0022.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0022.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0026.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0026.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0026.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0029.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0029.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0029.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0031.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0031.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0031.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0034.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0034.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0034.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0039.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0039.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0039.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0048.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0048.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0048.jpg,27
train,apple mosaic virus,apple,mosaic virus,apple_mosaic_virus_google_0049.jpg,/content/drive/My Drive/Plant Disease/train/apple mosaic virus/apple_mosaic_virus_google_0049.jpg,train/apple mosaic virus/apple_mosaic_virus_google_0049.jpg,27
